ACC,PRE,NPV,SE,SP,MCC,PPV,AUC,AUC-PR,CNN_layers,model,Max-length
0.82516743,0.818805765,0.831884057,0.837192982,0.813031161,0.650456942,0.827897293,0.899793748,"0.8891269523190456
",5,DBP-CNN,L=800
0.794221283,0.814179104,0.776368491,0.765077138,0.82365439,0.589638864,0.788864786,0.880665971,"0.8580633762587232
",2,DBP-CNN,L=600
0.804087385,0.774274905,0.841853034,0.86115007,0.746458923,0.611853641,0.815405046,0.879391332,"0.8563143043242902
",2,DBP-CNN,L=600
0.812191684,0.799463447,0.826280623,0.835904628,0.788243626,0.624945653,0.817278025,0.887141472,"0.866850050400332
",2,DBP-CNN,L=600
0.822057787,0.81010101,0.835181078,0.843618513,0.800283286,0.644591575,0.826520096,0.892857356,"0.8689576477211686
",2,DBP-CNN,L=600
0.808600634,0.792440318,0.826937546,0.838596491,0.778328611,0.618150268,0.814865325,0.88812733,"0.8667887803400982
",2,DBP-CNN,L=600
0.803382664,0.794436906,0.813049853,0.82117812,0.785410764,0.607037657,0.807586207,0.882056824,"0.8576778846614276
",2,DBP-CNN,L=600
0.804792107,0.772841051,0.845967741,0.866058905,0.742917846,0.613873089,0.816798942,0.877880042,"0.8537713821278407
",2,DBP-CNN,L=600
0.813953488,0.812674094,0.815263908,0.818373071,0.809490084,0.627900579,0.815513627,0.88891499,"0.8676509112072607
",2,DBP-CNN,L=600
0.822410148,0.822377622,0.822443181,0.824684431,0.820113314,0.644809275,0.823529411,0.893936813,"0.8670749372094675
",2,DBP-CNN,L=600
0.803665844,0.775031685,0.839555202,0.858245613,0.748583569,0.610695718,0.814518814,0.883371105,"0.8605749155242373
",2,DBP-CNN,L=600
0.813248767,0.810679611,0.815902578,0.819775595,0.806657223,0.626507501,0.815202231,0.887985768,"0.8590339668917987
",2,DBP-CNN,L=600
0.801973221,0.779069767,0.829457364,0.8457223,0.757790368,0.606014714,0.811028917,0.88321351,"0.8650172486581962
",2,DBP-CNN,L=600
0.804792107,0.810099573,0.799581005,0.798737727,0.810906515,0.609662411,0.804378531,0.885696236,"0.87287183154073
",2,DBP-CNN,L=600
0.812544045,0.820200572,0.805131761,0.802945301,0.82223796,0.625257794,0.811481219,0.893935075,"0.8717768201146865
",2,DBP-CNN,L=600
0.808600634,0.797169811,0.821138211,0.830175438,0.786827195,0.617654984,0.813337917,0.884784056,"0.8658181838464725
",2,DBP-CNN,L=600
0.791754757,0.736009044,0.884003741,0.913043478,0.669263456,0.600864165,0.815023474,0.878704473,"0.8563597686014053
",2,DBP-CNN,L=600
0.799506695,0.773103887,0.8321513,0.850631135,0.747875354,0.60187138,0.810016694,0.876673196,"0.8531549481354013
",2,DBP-CNN,L=600
0.80620155,0.773408239,0.848705501,0.868863955,0.742917846,0.616926143,0.818361955,0.886494344,"0.8681985042232215
",2,DBP-CNN,L=600
0.803030303,0.81435823,0.792323509,0.787517531,0.818696883,0.606448033,0.800713012,0.885435994,"0.8625585002764022
",2,DBP-CNN,L=600
0.802608389,0.796030116,0.809593023,0.81614035,0.788951841,0.605357608,0.805959806,0.883812932,"0.8659521596820432
",2,DBP-CNN,L=600
0.800916138,0.797101449,0.804895608,0.809957924,0.791784702,0.601869829,0.803478261,0.88134985,"0.8505728497165952
",2,DBP-CNN,L=600
0.813248767,0.781053952,0.854501607,0.873071528,0.752832861,0.630711515,0.824503311,0.883514973,"0.8601600386210488
",2,DBP-CNN,L=600
0.81888654,0.792307692,0.851330203,0.866760168,0.770538243,0.64046031,0.827863362,0.88785962,"0.8644555475234126
",2,DBP-CNN,L=600
0.813248767,0.793577981,0.836128048,0.849228611,0.776912181,0.627920881,0.820460704,0.893236544,"0.8725634194518336
",2,DBP-CNN,L=600
0.808600634,0.789750328,0.83041825,0.843508771,0.773371104,0.618522042,0.815744825,0.88579345,"0.8644628755747272
",2,DBP-CNN,L=600
0.819238901,0.777507598,0.876781223,0.896914445,0.740793201,0.645945033,0.832953435,0.89653352,"0.88408787008127
",3,DBP-CNN,L=600
0.80584919,0.74427694,0.911174784,0.934782608,0.675637393,0.632535251,0.828722412,0.899905737,"0.8897557271182226
",3,DBP-CNN,L=600
0.828047921,0.80613577,0.853751914,0.866058905,0.789660056,0.657800021,0.835023664,0.906222064,"0.8923738438515353
",3,DBP-CNN,L=600
0.807610994,0.865448504,0.76499388,0.730715287,0.885269121,0.623171469,0.792395437,0.905604734,"0.8923502816548765
",3,DBP-CNN,L=600
0.806485724,0.842723004,0.776779987,0.755789473,0.857648725,0.616463137,0.796892342,0.89816361,"0.8865672548894186
",3,DBP-CNN,L=600
0.828047921,0.798726114,0.864353312,0.879382889,0.776203965,0.659322498,0.837116155,0.900234019,"0.8804212068349742
",3,DBP-CNN,L=600
0.813953488,0.830147058,0.799052773,0.791725105,0.836402266,0.628663373,0.810480976,0.895693197,"0.8806645695417069
",3,DBP-CNN,L=600
0.824876674,0.78032589,0.887383572,0.906732117,0.742209631,0.658258724,0.838793383,0.907058413,"0.8942301709653194
",3,DBP-CNN,L=600
0.806906272,0.746629213,0.908317579,0.931977559,0.6805949,0.633405375,0.829070493,0.904442089,"0.8922954789816755
",3,DBP-CNN,L=600
0.82375749,0.778446718,0.887755101,0.90736842,0.73937677,0.65640142,0.837977965,0.900684857,"0.8865323356621797
",3,DBP-CNN,L=600
0.821000705,0.786159601,0.866288492,0.884291724,0.757082152,0.646887289,0.832343234,0.896199774,"0.8728997335699544
",3,DBP-CNN,L=600
0.807610994,0.767314702,0.863255033,0.885694249,0.728753541,0.62245657,0.822265625,0.889741407,"0.8748810467163891
",3,DBP-CNN,L=600
0.81888654,0.759977195,0.914206641,0.934782608,0.701841359,0.655134788,0.83836478,0.902134678,"0.8858862847271101
",3,DBP-CNN,L=600
0.829809725,0.792675356,0.878565606,0.895511921,0.76345609,0.665076179,0.840961475,0.909964281,"0.8980780178660299
",3,DBP-CNN,L=600
0.817765245,0.760022909,0.910174151,0.93122807,0.70325779,0.652097048,0.836959949,0.901024303,"0.8877135089726726
",3,DBP-CNN,L=600
0.813601128,0.802835921,0.825350036,0.833800841,0.793201133,0.627593687,0.818025456,0.896202258,"0.8792868352355712
",3,DBP-CNN,L=600
0.816067653,0.782853566,0.858870967,0.877279102,0.754249291,0.636606052,0.827380952,0.892485865,"0.8775462110208128
",3,DBP-CNN,L=600
0.822762509,0.781918142,0.878434637,0.897615708,0.747167138,0.652521376,0.835781913,0.90541303,"0.8923001403730612
",3,DBP-CNN,L=600
0.836856942,0.821214142,0.854368931,0.863253856,0.8101983,0.674516775,0.841709401,0.91108645,"0.8972982256500126
",3,DBP-CNN,L=600
0.828692281,0.799617102,0.864566928,0.879298245,0.777620396,0.660541348,0.837566845,0.900361314,"0.8816838933669128
",3,DBP-CNN,L=600
0.820648344,0.817740817,0.823655913,0.82748948,0.813739376,0.641312789,0.822586267,0.89930281,"0.8833823946816767
",3,DBP-CNN,L=600
0.799859056,0.739932885,0.901904761,0.927769985,0.670679886,0.619764196,0.82327318,0.89438131,"0.8798094228454739
",3,DBP-CNN,L=600
0.829809725,0.797101449,0.871302957,0.887096774,0.771954674,0.663711453,0.839694656,0.90471574,"0.8902008305162207
",3,DBP-CNN,L=600
0.82769556,0.808833223,0.849356547,0.860448807,0.794617563,0.656626214,0.833843017,0.902883618,"0.8872405783466427
",3,DBP-CNN,L=600
0.8258724,0.787878787,0.876229507,0.894035087,0.757082152,0.657580688,0.837606837,0.899592963,"0.886131011615933
",3,DBP-CNN,L=600
0.807610994,0.813837375,0.801532033,0.800140252,0.815155807,0.615332733,0.806930693,0.895052028,"0.8812019974098494
",4,DBP-CNN,L=600
0.81465821,0.802419354,0.828148148,0.837307152,0.791784702,0.629829247,0.819492107,0.892158577,"0.8820923995758064
",4,DBP-CNN,L=600
0.820648344,0.785669781,0.866180048,0.884291724,0.756373937,0.646233552,0.832068624,0.896094486,"0.8849361361792611
",4,DBP-CNN,L=600
0.81888654,0.857927786,0.787084398,0.766479663,0.871813031,0.641643644,0.809629629,0.906932266,"0.8967717694177093
",4,DBP-CNN,L=600
0.805075784,0.843307086,0.774090619,0.751578947,0.859065155,0.614011619,0.794805195,0.892266289,"0.8767739200669715
",4,DBP-CNN,L=600
0.816420014,0.766019988,0.89182058,0.91374474,0.718130311,0.644727108,0.833386632,0.899238743,"0.8857142025690881
",4,DBP-CNN,L=600
0.810782241,0.827560795,0.795408507,0.787517531,0.83427762,0.622381951,0.807042759,0.893747343,"0.8837843066313309
",4,DBP-CNN,L=600
0.822410148,0.847662141,0.80026455,0.788218793,0.856940509,0.646541517,0.816860465,0.904565754,"0.8879595208283805
",4,DBP-CNN,L=600
0.832276251,0.842712842,0.822314049,0.819074333,0.845609065,0.664855123,0.830725462,0.90569413,"0.8988073197451942
",4,DBP-CNN,L=600
0.811773,0.846692606,0.782860824,0.763508771,0.860481586,0.626765723,0.802952029,0.895182148,"0.8777179379364969
",4,DBP-CNN,L=600
0.815010571,0.771222155,0.876805437,0.89831697,0.730878186,0.638541951,0.829931973,0.896882164,"0.882529812486875
",4,DBP-CNN,L=600
0.816420014,0.823908374,0.809160305,0.807152875,0.825779036,0.633000293,0.815444562,0.893500759,"0.8836639796321831
",4,DBP-CNN,L=600
0.817829457,0.807302231,0.829286239,0.837307152,0.79815864,0.636026884,0.822030981,0.901733886,"0.8924557476643076
",4,DBP-CNN,L=600
0.825933756,0.830028328,0.821879382,0.821879382,0.830028328,0.651907712,0.825933756,0.905041539,"0.8950180757601276
",4,DBP-CNN,L=600
0.8258724,0.826666666,0.825070821,0.826666666,0.825070821,0.651737488,0.826666666,0.899649123,"0.8854434414555798
",4,DBP-CNN,L=600
0.807610994,0.843749999,0.77792041,0.757363253,0.85835694,0.618688149,0.798226164,0.895189599,"0.8818539001729649
",4,DBP-CNN,L=600
0.815715292,0.795291039,0.839572192,0.852734922,0.778328611,0.632960532,0.823011844,0.8931469,"0.8818357907049705
",4,DBP-CNN,L=600
0.815715292,0.767001774,0.887532693,0.909537166,0.720963172,0.642405016,0.832210459,0.901406597,"0.8870780569117089
",4,DBP-CNN,L=600
0.822410148,0.833574529,0.811813186,0.807854137,0.837110481,0.645176133,0.82051282,0.904195257,"0.8941752719947836
",4,DBP-CNN,L=600
0.82023264,0.786116322,0.864297253,0.882105263,0.757790368,0.645133169,0.831349206,0.901611749,"0.8896013117154025
",4,DBP-CNN,L=600
0.825229035,0.812080536,0.839762611,0.848527349,0.801699716,0.651034606,0.829903978,0.902015732,"0.8875021427476493
",4,DBP-CNN,L=600
0.816067653,0.839339339,0.795484727,0.78401122,0.848441926,0.633637498,0.810732414,0.896333868,"0.8885733526485249
",4,DBP-CNN,L=600
0.807258633,0.849642004,0.773561037,0.748948106,0.866147308,0.619135958,0.796123742,0.895767693,"0.8866490398717339
",4,DBP-CNN,L=600
0.816067653,0.841906202,0.79353562,0.780504908,0.851983002,0.633963147,0.810043668,0.905512855,"0.8961707755221748
",4,DBP-CNN,L=600
0.81811773,0.806060606,0.831360946,0.839999999,0.796033994,0.636727396,0.822680412,0.899174991,"0.8868069887276139
",4,DBP-CNN,L=600
0.81888654,0.831877729,0.806693989,0.801542776,0.836402266,0.638258304,0.816428571,0.898849374,"0.8892834584022746
",5,DBP-CNN,L=600
0.80584919,0.862468931,0.763948497,0.730014025,0.88243626,0.619394489,0.790733004,0.896274768,"0.8885312049368042
",5,DBP-CNN,L=600
0.822410148,0.796272493,0.854134165,0.868863955,0.77549575,0.647376122,0.830985915,0.895963371,"0.879908237959729
",5,DBP-CNN,L=600
0.789992953,0.881433823,0.733142857,0.672510518,0.908640226,0.597630066,0.762927605,0.900929322,"0.8932982098187452
",5,DBP-CNN,L=600
0.822700035,0.813179347,0.832967032,0.839999999,0.805240793,0.645693428,0.826372109,0.899014959,"0.8895473969406649
",5,DBP-CNN,L=600
0.82311487,0.817307692,0.829232995,0.834502103,0.81161473,0.646328727,0.825815406,0.894646766,"0.8784242227879376
",5,DBP-CNN,L=600
0.813953488,0.823953823,0.804407713,0.800841514,0.827195467,0.628199239,0.812233286,0.896119318,"0.881915022994778
",5,DBP-CNN,L=600
0.813248767,0.843032159,0.787859007,0.772089761,0.854815863,0.628895239,0.806002928,0.90035371,"0.8838845866746309
",5,DBP-CNN,L=600
0.805144468,0.852300241,0.768605378,0.740532959,0.8703966,0.615897392,0.792495309,0.899092233,"0.8889994912429859
",5,DBP-CNN,L=600
0.72541417,0.895833332,0.65660564,0.512982456,0.939801699,0.500135596,0.652387327,0.888811689,"0.8729439434961761
",5,DBP-CNN,L=600
0.810077519,0.831217326,0.791194129,0.780504908,0.839943342,0.621429078,0.805063291,0.896769426,"0.8816135066482871
",5,DBP-CNN,L=600
0.756871036,0.904395603,0.687240664,0.57713885,0.938385268,0.552270555,0.704623287,0.895982244,"0.8871408160090131
",5,DBP-CNN,L=600
0.819943622,0.788643533,0.85953711,0.876577839,0.762747875,0.643737954,0.83028894,0.895795009,"0.8813966956341808
",5,DBP-CNN,L=600
0.812544045,0.873121869,0.768292682,0.733520336,0.892351274,0.633595423,0.797256097,0.907274454,"0.9009838278009211
",5,DBP-CNN,L=600
0.756785337,0.888888888,0.690803382,0.589473684,0.925637393,0.546448452,0.708860759,0.892380597,"0.8778788768409487
",5,DBP-CNN,L=600
0.810782241,0.825641025,0.797012898,0.79032258,0.831444759,0.622210474,0.807595843,0.893126537,"0.875778356864389
",5,DBP-CNN,L=600
0.806553911,0.856214459,0.768512756,0.739130434,0.874645892,0.619227564,0.793375988,0.897563809,"0.8916669122902917
",5,DBP-CNN,L=600
0.780831572,0.871534195,0.724943052,0.661290322,0.901558073,0.579418901,0.75199362,0.898728192,"0.8901213843680159
",5,DBP-CNN,L=600
0.821705426,0.845864661,0.800397877,0.788920056,0.854815863,0.644997993,0.81640058,0.90532264,"0.8977731321826027
",5,DBP-CNN,L=600
0.82164258,0.829863603,0.813711911,0.81122807,0.832152974,0.643478273,0.820440028,0.894628001,"0.8823662425153906
",5,DBP-CNN,L=600
0.795983087,0.844029244,0.759178593,0.7286115,0.864022662,0.597897627,0.782085058,0.889878481,"0.8699820570387906
",5,DBP-CNN,L=600
0.807963354,0.780394653,0.842146803,0.859747545,0.755665722,0.618967101,0.818151485,0.888267862,"0.8789238694266809
",5,DBP-CNN,L=600
0.820648344,0.797148412,0.848648648,0.862552594,0.778328611,0.643334438,0.828561805,0.901559564,"0.8821838248914058
",5,DBP-CNN,L=600
0.823819591,0.826977401,0.820675105,0.82117812,0.826487252,0.64765894,0.824067558,0.904038814,"0.8981989296403273
",5,DBP-CNN,L=600
0.775819528,0.897280966,0.710412147,0.625263157,0.927762039,0.579715106,0.736972704,0.901545649,"0.8911409999421649
",5,DBP-CNN,L=600
