ACC,PRE,NPV,SE,SP,MCC,PPV,AUC,AUC-PR,model,kernel size
0.815010571,0.765155974,0.889376645,0.911640953,0.717422096,0.641671479,0.832,0.900227563,"0.8800129811134877
",DBP-CNN(Hybird),5
0.820295983,0.790978398,0.856803797,0.873071528,0.766997167,0.643913896,0.83,0.897437413,"0.8827682033461357
",DBP-CNN(Hybird),5
0.811134602,0.770681265,0.86683417,0.888499298,0.733002832,0.629457864,0.825407166,0.897258621,"0.884429840739767
",DBP-CNN(Hybird),5
0.807610994,0.794117647,0.822652756,0.833099579,0.781869688,0.615869177,0.813141683,0.894777881,"0.8783847548374855
",DBP-CNN(Hybird),5
0.816355305,0.761271676,0.902439024,0.924210526,0.707507082,0.647516592,0.834865293,0.901991452,"0.888396394382806
",DBP-CNN(Hybird),5
0.807610994,0.766990291,0.863865545,0.886395511,0.728045325,0.622594241,0.822381262,0.884895148,"0.8623960354515612
",DBP-CNN(Hybird),5
0.792459479,0.728563626,0.908639522,0.93548387,0.648016997,0.609761093,0.819158735,0.89570462,"0.8756221377358188
",DBP-CNN(Hybird),5
0.798449612,0.7353914,0.910156249,0.93548387,0.660056657,0.620040151,0.82345679,0.900599549,"0.8914966897288987
",DBP-CNN(Hybird),5
0.826286117,0.811207471,0.843166542,0.852734922,0.79957507,0.653341189,0.831452991,0.903170679,"0.8910894073137325
",DBP-CNN(Hybird),5
0.817765245,0.796732026,0.842387145,0.855438596,0.779745042,0.637148367,0.825042301,0.892508325,"0.8784283397551047
",DBP-CNN(Hybird),5
0.811839323,0.799731182,0.825185185,0.834502103,0.788951841,0.624184728,0.81674674,0.893918685,"0.8754906033902391
",DBP-CNN(Hybird),5
0.81042988,0.771062271,0.864166666,0.885694249,0.734419263,0.627625723,0.824412532,0.893354497,"0.8750842933396052
",DBP-CNN(Hybird),5
0.811134602,0.821531791,0.801237964,0.797335203,0.825070821,0.622587864,0.809252669,0.904082519,"0.8916393567078101
",DBP-CNN(Hybird),5
0.824171952,0.773774365,0.898689956,0.918653576,0.728753541,0.659816784,0.840012824,0.904549861,"0.8913391916776208
",DBP-CNN(Hybird),5
0.823405005,0.792035398,0.862948206,0.879298245,0.766997167,0.650625007,0.833388759,0.900852343,"0.8870570482849169
",DBP-CNN(Hybird),5
0.790697674,0.716216216,0.947483588,0.96633941,0.613314447,0.62025491,0.822686567,0.895112123,"0.8749709321181609
",DBP-CNN(Hybird),5
0.813248767,0.762910798,0.888888888,0.911640953,0.713881019,0.638525666,0.830670926,0.898882649,"0.8841632505661469
",DBP-CNN(Hybird),5
0.819591261,0.835535976,0.804878048,0.798036465,0.841359773,0.63990493,0.81635581,0.903460223,"0.8920340958319654
",DBP-CNN(Hybird),5
0.821000705,0.796511627,0.850387596,0.864656381,0.776912181,0.64422838,0.829186281,0.904217606,"0.8893835719394212
",DBP-CNN(Hybird),5
0.831512161,0.810085134,0.856488549,0.868070175,0.794617563,0.664627871,0.83807588,0.9039834,"0.8912979047123462
",DBP-CNN(Hybird),5
0.816067653,0.801333333,0.832585949,0.84291725,0.788951841,0.632893357,0.821599453,0.895168243,"0.8752966064954127
",DBP-CNN(Hybird),5
0.814305849,0.771273385,0.874682472,0.896213183,0.731586402,0.636813018,0.829062601,0.897385017,"0.8779501077612882
",DBP-CNN(Hybird),5
0.801268499,0.740513392,0.905353728,0.930575034,0.670679886,0.623161926,0.824735861,0.894818357,"0.8782542318716355
",DBP-CNN(Hybird),5
0.819591261,0.768507638,0.89612676,0.917251051,0.720963172,0.651290356,0.836317135,0.903160746,"0.8877625521470365
",DBP-CNN(Hybird),5
0.819880155,0.828776978,0.811333793,0.808421052,0.831444759,0.63998828,0.818472469,0.898554744,"0.8853367495660421
",DBP-CNN(Hybird),5
0.819238901,0.774174174,0.883205455,0.903927068,0.733711048,0.647433633,0.834034293,0.899709066,"0.8850536871920409
",DBP-CNN(Hybird),9
0.817124736,0.795825179,0.842145593,0.855539971,0.778328611,0.635916371,0.824602906,0.893627652,"0.877729965835963
",DBP-CNN(Hybird),9
0.835447498,0.815668202,0.858225928,0.868863955,0.801699716,0.672226839,0.841426146,0.911639464,"0.9019483153933203
",DBP-CNN(Hybird),9
0.846018323,0.838466803,0.8540305,0.859046283,0.832861189,0.692202326,0.848631797,0.915520245,"0.9037911803698355
",DBP-CNN(Hybird),9
0.822700035,0.797036082,0.853696497,0.868070175,0.776912181,0.647851089,0.831037957,0.901673873,"0.8858774363178143
",DBP-CNN(Hybird),9
0.823819591,0.786509901,0.873158755,0.891304347,0.755665722,0.65328851,0.835634451,0.901144865,"0.8849285463963319
",DBP-CNN(Hybird),9
0.818534179,0.806321452,0.831976313,0.840813464,0.796033994,0.6375722,0.823206316,0.901520577,"0.8856160475342597
",DBP-CNN(Hybird),9
0.835095137,0.829436038,0.841040462,0.8457223,0.824362606,0.670280675,0.8375,0.911090423,"0.9025320378780678
",DBP-CNN(Hybird),9
0.841085271,0.849462365,0.832986832,0.830995792,0.851274787,0.682359883,0.840127614,0.917098085,"0.9057042144592118
",DBP-CNN(Hybird),9
0.819175185,0.844931921,0.796699669,0.783859649,0.854815863,0.640151846,0.813250819,0.905574773,"0.8921707003751007
",DBP-CNN(Hybird),9
0.822410148,0.811066126,0.834808259,0.84291725,0.801699716,0.645245371,0.826685007,0.900126247,"0.8799214948267173
",DBP-CNN(Hybird),9
0.818534179,0.791426743,0.851764705,0.86746143,0.769121812,0.639878816,0.827701572,0.898099937,"0.8852459221101505
",DBP-CNN(Hybird),9
0.841789993,0.824584717,0.861215303,0.870266479,0.813031161,0.684547688,0.846809962,0.907063876,"0.889927005498325
",DBP-CNN(Hybird),9
0.81042988,0.750281849,0.910714285,0.933380083,0.686260623,0.639984463,0.831875,0.908192253,"0.893533814106637
",DBP-CNN(Hybird),9
0.834684526,0.797263681,0.883645239,0.899649122,0.769121812,0.674812638,0.845367623,0.910310621,"0.8956715641693126
",DBP-CNN(Hybird),9
0.819943622,0.809330628,0.831493745,0.839410939,0.800283286,0.640259051,0.824096385,0.898501722,"0.8777578649026657
",DBP-CNN(Hybird),9
0.82311487,0.817307692,0.829232995,0.834502103,0.81161473,0.646328727,0.825815406,0.900174918,"0.8852761413407406
",DBP-CNN(Hybird),9
0.832276251,0.804878048,0.865624999,0.879382889,0.784702549,0.667286529,0.840482573,0.906762413,"0.8903491923155556
",DBP-CNN(Hybird),9
0.829105004,0.798730158,0.866983372,0.882187938,0.77549575,0.66168643,0.838387204,0.909256563,"0.8939761298060912
",DBP-CNN(Hybird),9
0.829749736,0.809461235,0.853231939,0.864561403,0.794617563,0.660933735,0.836104513,0.903308235,"0.8911125509317206
",DBP-CNN(Hybird),9
0.824876674,0.818368745,0.831762146,0.837307152,0.812322946,0.649880447,0.827729636,0.897229319,"0.8741834975977625
",DBP-CNN(Hybird),9
0.785059901,0.718649517,0.912551439,0.940392706,0.628186968,0.599072647,0.814702308,0.899393696,"0.8897543758709543
",DBP-CNN(Hybird),9
0.82769556,0.782739891,0.890770533,0.909537166,0.745042492,0.663977579,0.841388258,0.911841102,"0.9004866357314123
",DBP-CNN(Hybird),9
0.833333333,0.799121155,0.877108433,0.892706872,0.773371104,0.671134589,0.843325604,0.911107061,"0.8996774501040006
",DBP-CNN(Hybird),9
0.831864646,0.801910828,0.868981846,0.883508771,0.779745042,0.66706231,0.840734557,0.906286467,"0.8952984892864986
",DBP-CNN(Hybird),9
0.829457364,0.811096433,0.850453172,0.86115007,0.797450424,0.660073403,0.835374149,0.902156034,"0.8767589184529786
",DBP-CNN(Hybird),7
0.81465821,0.778121137,0.863114753,0.8828892,0.745750708,0.634906664,0.827201051,0.899334347,"0.885489786518318
",DBP-CNN(Hybird),7
0.832628612,0.808966861,0.860662047,0.873071528,0.791784702,0.667238303,0.839797639,0.910707758,"0.8961021835758857
",DBP-CNN(Hybird),7
0.803030303,0.733692722,0.933875889,0.954417952,0.650141643,0.635283409,0.829625114,0.908960066,"0.8986508126339434
",DBP-CNN(Hybird),7
0.830454706,0.814666666,0.848167539,0.857543859,0.803116147,0.661746214,0.835555555,0.904065404,"0.8869847741066397
",DBP-CNN(Hybird),7
0.815010571,0.805010155,0.825863335,0.833800841,0.796033994,0.63035395,0.8191526,0.90366782,"0.8884573630936097
",DBP-CNN(Hybird),7
0.817477097,0.786616161,0.856459329,0.87377279,0.760623229,0.638721013,0.827906976,0.895700646,"0.8822878545677866
",DBP-CNN(Hybird),7
0.826990839,0.790192427,0.875305623,0.892706872,0.760623229,0.659386009,0.838327296,0.905843124,"0.8878771102656675
",DBP-CNN(Hybird),7
0.829105004,0.774985388,0.911268855,0.929873772,0.72733711,0.671575579,0.845393688,0.91075494,"0.8985230383825276
",DBP-CNN(Hybird),7
0.831512161,0.797611565,0.874799357,0.890526315,0.771954674,0.66742749,0.841511936,0.902885045,"0.8893879818450243
",DBP-CNN(Hybird),7
0.795630726,0.729392624,0.918511065,0.943197755,0.646600566,0.618168675,0.822629969,0.901258597,"0.8828699111085215
",DBP-CNN(Hybird),7
0.819238901,0.787287602,0.85988791,0.877279102,0.760623229,0.642522193,0.829850746,0.900517851,"0.8872444971907641
",DBP-CNN(Hybird),7
0.821705426,0.826704545,0.816783216,0.816269284,0.827195467,0.643476257,0.821453775,0.900391455,"0.8838754767520149
",DBP-CNN(Hybird),7
0.836856942,0.810045074,0.8692607,0.882187938,0.791076487,0.676278354,0.844578717,0.912830418,"0.9030991593683926
",DBP-CNN(Hybird),7
0.82164258,0.806129247,0.839071856,0.849122806,0.793909348,0.644115717,0.827067669,0.901866706,"0.8945458940002142
",DBP-CNN(Hybird),7
0.822057787,0.780964002,0.878231859,0.897615708,0.745750708,0.651233046,0.835236541,0.898905494,"0.880483647289878
",DBP-CNN(Hybird),7
0.80584919,0.753036437,0.888187556,0.913043478,0.697592067,0.625742889,0.825356577,0.897170218,"0.8792937160950893
",DBP-CNN(Hybird),7
0.831571529,0.782479141,0.902586206,0.920757363,0.741501416,0.673565544,0.846005154,0.913078243,"0.8976293324842045
",DBP-CNN(Hybird),7
0.844256519,0.81824062,0.875386996,0.887096774,0.800991501,0.690852395,0.8512786,0.916607897,"0.904598033003019
",DBP-CNN(Hybird),7
0.831512161,0.809679529,0.857033638,0.868771929,0.793909348,0.664694166,0.838185511,0.903481437,"0.8875549396135438
",DBP-CNN(Hybird),7
0.821705426,0.78083028,0.877499999,0.896914445,0.745750708,0.65045056,0.834856397,0.896709828,"0.874405726112539
",DBP-CNN(Hybird),7
0.814305849,0.785759694,0.849802371,0.866760168,0.761331444,0.631815799,0.824274758,0.894311035,"0.8813843765930633
",DBP-CNN(Hybird),7
0.831571529,0.782142857,0.903281519,0.921458625,0.740793201,0.673738485,0.846104314,0.911235195,"0.8958598187191127
",DBP-CNN(Hybird),7
0.831219168,0.797237915,0.874698794,0.890603085,0.771246458,0.666874056,0.841338191,0.91202039,"0.8986550298282829
",DBP-CNN(Hybird),7
0.833979556,0.839260312,0.828791055,0.828070175,0.839943342,0.668032443,0.833627693,0.908359922,"0.8904392465061152
",DBP-CNN(Hybird),7
0.803382664,0.774683544,0.839427662,0.85834502,0.747875354,0.610153035,0.814371257,0.889942548,"0.8746486080791294
",DBP-CNN,5
0.81888654,0.816227461,0.821633237,0.825385694,0.812322946,0.637784666,0.820781032,0.897456037,"0.8847353632579222
",DBP-CNN,5
0.812191684,0.829034635,0.796758946,0.788920056,0.83569405,0.625203566,0.808480057,0.895148378,"0.8796999998575984
",DBP-CNN,5
0.831219168,0.816722407,0.847356664,0.856241234,0.805949008,0.663133985,0.836015063,0.907675246,"0.8883745549610429
",DBP-CNN,5
0.799083539,0.73476112,0.914370078,0.938947368,0.657932011,0.622457249,0.82439926,0.894153372,"0.8810171650115718
",DBP-CNN,5
0.800916138,0.740906547,0.902949571,0.928471248,0.672096317,0.621835269,0.824151883,0.892024979,"0.873305560605398
",DBP-CNN,5
0.807610994,0.781329923,0.839874411,0.856942496,0.757790368,0.617960128,0.817391304,0.892317503,"0.8807780258675366
",DBP-CNN,5
0.813248767,0.759860788,0.895870735,0.918653576,0.706798866,0.640413058,0.831746031,0.896430714,"0.882970604487227
",DBP-CNN,5
0.809725159,0.854967948,0.774213836,0.748246844,0.871813031,0.624604178,0.798055347,0.900368113,"0.8820408808446674
",DBP-CNN,5
0.81529785,0.794637017,0.839449541,0.852631578,0.777620396,0.63216636,0.822613405,0.892189255,"0.8814245532867306
",DBP-CNN,5
0.815715292,0.805687203,0.826598089,0.834502103,0.796742209,0.631764589,0.819841543,0.890326951,"0.8705318817857397
",DBP-CNN,5
0.792107118,0.751201923,0.850085178,0.876577839,0.706798866,0.592264206,0.809061488,0.883519443,"0.8700291894680513
",DBP-CNN,5
0.78858351,0.722521551,0.913441954,0.940392706,0.635269121,0.60506191,0.817184643,0.900827261,"0.8896240609442283
",DBP-CNN,5
0.80620155,0.845425867,0.774522293,0.751753155,0.861189801,0.616435608,0.795842613,0.895222874,"0.8819154151229682
",DBP-CNN,5
0.805428269,0.739440482,0.924063115,0.945964912,0.663597733,0.635961484,0.830049261,0.895512151,"0.8825626760210765
",DBP-CNN,5
0.812544045,0.792922673,0.835365853,0.848527349,0.776203965,0.626507397,0.819783198,0.894139692,"0.8714917523755343
",DBP-CNN,5
0.803735025,0.760023937,0.866323907,0.890603085,0.716005665,0.61639929,0.820148531,0.883880007,"0.8695287912777813
",DBP-CNN,5
0.80584919,0.851405622,0.770244821,0.743338008,0.868980169,0.616966666,0.793710221,0.895949465,"0.8825426008617225
",DBP-CNN,5
0.811486963,0.817533855,0.805574912,0.804347826,0.818696883,0.623076739,0.810887239,0.894240511,"0.8799088659866271
",DBP-CNN,5
0.81811773,0.788205453,0.855555555,0.872280701,0.76345609,0.63973632,0.82811459,0.895386909,"0.8821606317105963
",DBP-CNN,5
0.80584919,0.788398154,0.825889477,0.838709677,0.772662889,0.612828366,0.812776079,0.886258438,"0.8672786644111271
",DBP-CNN,5
0.799154334,0.830757341,0.772668393,0.753856942,0.844900849,0.601087233,0.790441176,0.888511715,"0.879036290947609
",DBP-CNN,5
0.81465821,0.806122448,0.823830409,0.830995792,0.79815864,0.629553519,0.818370165,0.897350003,"0.8770194740747996
",DBP-CNN,5
0.819591261,0.801054018,0.84090909,0.852734922,0.78611898,0.640406619,0.826086956,0.897384272,"0.8824006463622778
",DBP-CNN,5
0.816355305,0.822396576,0.810452961,0.809122806,0.82365439,0.632813367,0.815705695,0.894044034,"0.8797336105861838
",DBP-CNN,5
0.819591261,0.785982478,0.862903225,0.880785413,0.757790368,0.643710102,0.83068783,0.894949223,"0.8784447521858686
",DBP-CNN,9
0.810077519,0.773596545,0.858668857,0.879382889,0.740084985,0.625833928,0.823104693,0.890885676,"0.8793791181349842
",DBP-CNN,9
0.819943622,0.779133618,0.875729774,0.895511921,0.743626062,0.646952911,0.833278956,0.902955135,"0.8818811423561728
",DBP-CNN,9
0.828400282,0.805068226,0.856043109,0.868863955,0.78753541,0.658751138,0.835750421,0.907559031,"0.8951259392963358
",DBP-CNN,9
0.811773,0.76502082,0.879757785,0.90245614,0.720254957,0.633648794,0.828074694,0.89509592,"0.8813725101136389
",DBP-CNN,9
0.816420014,0.804713804,0.829268292,0.838008415,0.794617563,0.633303675,0.821023703,0.893761746,"0.8700278110729109
",DBP-CNN,9
0.806553911,0.804302567,0.808876163,0.812762973,0.800283286,0.613112492,0.808510638,0.890893126,"0.8806951780991241
",DBP-CNN,9
0.809372798,0.746518105,0.917545541,0.939691444,0.677762039,0.64033461,0.832039739,0.906560775,"0.8931952303497839
",DBP-CNN,9
0.801268499,0.733477789,0.927419354,0.949509116,0.651558073,0.630272631,0.827628362,0.900409335,"0.8840024172911812
",DBP-CNN,9
0.814945365,0.776073619,0.867439933,0.887719298,0.741501416,0.636327006,0.828150573,0.89533224,"0.8782818854474158
",DBP-CNN,9
0.811134602,0.795484727,0.828828828,0.840112201,0.781869688,0.623146633,0.817189631,0.892587678,"0.8727456375910208
",DBP-CNN,9
0.82769556,0.805211726,0.854182655,0.866760168,0.788243626,0.657195422,0.83485309,0.896210949,"0.8855875792288739
",DBP-CNN,9
0.820648344,0.781115879,0.874067936,0.893408134,0.747167138,0.647838369,0.833496892,0.901751268,"0.8878560889030964
",DBP-CNN,9
0.834038055,0.79937304,0.87851971,0.894109396,0.773371104,0.67266648,0.84409136,0.908480307,"0.8962221353849705
",DBP-CNN,9
0.827634826,0.792866082,0.872477804,0.889122806,0.765580736,0.660002273,0.838240159,0.902405447,"0.8885887539971513
",DBP-CNN,9
0.791402396,0.852791877,0.747584541,0.70687237,0.876770538,0.591950538,0.773006135,0.898508179,"0.8835281544968975
",DBP-CNN,9
0.809020437,0.75817757,0.886323267,0.910238429,0.706798866,0.63061958,0.827278521,0.895941271,"0.8837074266817282
",DBP-CNN,9
0.820648344,0.777039274,0.881656804,0.901823281,0.738668555,0.649530186,0.834793898,0.907729629,"0.8936905978592266
",DBP-CNN,9
0.839675828,0.828706838,0.85157972,0.85834502,0.820821529,0.679726324,0.843265587,0.910395866,"0.897475850503936
",DBP-CNN,9
0.822700035,0.772458628,0.896943231,0.917192982,0.72733711,0.656848265,0.838626885,0.900160032,"0.8820627189515139
",DBP-CNN,9
0.819238901,0.793947198,0.849805447,0.864656381,0.773371104,0.640883673,0.827794562,0.892666396,"0.8732030185691276
",DBP-CNN,9
0.809372798,0.795196797,0.825242718,0.835904628,0.782577903,0.619460251,0.815042735,0.886771969,"0.873794439544651
",DBP-CNN,9
0.813248767,0.75,0.921606118,0.942496493,0.682719546,0.647996079,0.835301429,0.910887544,"0.8996090299959284
",DBP-CNN,9
0.834742777,0.847494553,0.822724161,0.818373071,0.851274787,0.669933226,0.832679272,0.917367763,"0.9092897627526723
",DBP-CNN,9
0.81741276,0.823235922,0.811715481,0.810526315,0.824362606,0.634920162,0.816831683,0.902815963,"0.8884175960084115
",DBP-CNN,9
0.819238901,0.777507598,0.876781223,0.896914445,0.740793201,0.645945033,0.832953435,0.89653352,"0.88408787008127
",DBP-CNN,7
0.80584919,0.74427694,0.911174784,0.934782608,0.675637393,0.632535251,0.828722412,0.899905737,"0.8897557271182226
",DBP-CNN,7
0.828047921,0.80613577,0.853751914,0.866058905,0.789660056,0.657800021,0.835023664,0.906222064,"0.8923738438515353
",DBP-CNN,7
0.807610994,0.865448504,0.76499388,0.730715287,0.885269121,0.623171469,0.792395437,0.905604734,"0.8923502816548765
",DBP-CNN,7
0.806485724,0.842723004,0.776779987,0.755789473,0.857648725,0.616463137,0.796892342,0.89816361,"0.8865672548894186
",DBP-CNN,7
0.828047921,0.798726114,0.864353312,0.879382889,0.776203965,0.659322498,0.837116155,0.900234019,"0.8804212068349742
",DBP-CNN,7
0.813953488,0.830147058,0.799052773,0.791725105,0.836402266,0.628663373,0.810480976,0.895693197,"0.8806645695417069
",DBP-CNN,7
0.824876674,0.78032589,0.887383572,0.906732117,0.742209631,0.658258724,0.838793383,0.907058413,"0.8942301709653194
",DBP-CNN,7
0.806906272,0.746629213,0.908317579,0.931977559,0.6805949,0.633405375,0.829070493,0.904442089,"0.8922954789816755
",DBP-CNN,7
0.82375749,0.778446718,0.887755101,0.90736842,0.73937677,0.65640142,0.837977965,0.900684857,"0.8865323356621797
",DBP-CNN,7
0.821000705,0.786159601,0.866288492,0.884291724,0.757082152,0.646887289,0.832343234,0.896199774,"0.8728997335699544
",DBP-CNN,7
0.807610994,0.767314702,0.863255033,0.885694249,0.728753541,0.62245657,0.822265625,0.889741407,"0.8748810467163891
",DBP-CNN,7
0.81888654,0.759977195,0.914206641,0.934782608,0.701841359,0.655134788,0.83836478,0.902134678,"0.8858862847271101
",DBP-CNN,7
0.829809725,0.792675356,0.878565606,0.895511921,0.76345609,0.665076179,0.840961475,0.909964281,"0.8980780178660299
",DBP-CNN,7
0.817765245,0.760022909,0.910174151,0.93122807,0.70325779,0.652097048,0.836959949,0.901024303,"0.8877135089726726
",DBP-CNN,7
0.813601128,0.802835921,0.825350036,0.833800841,0.793201133,0.627593687,0.818025456,0.896202258,"0.8792868352355712
",DBP-CNN,7
0.816067653,0.782853566,0.858870967,0.877279102,0.754249291,0.636606052,0.827380952,0.892485865,"0.8775462110208128
",DBP-CNN,7
0.822762509,0.781918142,0.878434637,0.897615708,0.747167138,0.652521376,0.835781913,0.90541303,"0.8923001403730612
",DBP-CNN,7
0.836856942,0.821214142,0.854368931,0.863253856,0.8101983,0.674516775,0.841709401,0.91108645,"0.8972982256500126
",DBP-CNN,7
0.828692281,0.799617102,0.864566928,0.879298245,0.777620396,0.660541348,0.837566845,0.900361314,"0.8816838933669128
",DBP-CNN,7
0.820648344,0.817740817,0.823655913,0.82748948,0.813739376,0.641312789,0.822586267,0.89930281,"0.8833823946816767
",DBP-CNN,7
0.799859056,0.739932885,0.901904761,0.927769985,0.670679886,0.619764196,0.82327318,0.89438131,"0.8798094228454739
",DBP-CNN,7
0.829809725,0.797101449,0.871302957,0.887096774,0.771954674,0.663711453,0.839694656,0.90471574,"0.8902008305162207
",DBP-CNN,7
0.82769556,0.808833223,0.849356547,0.860448807,0.794617563,0.656626214,0.833843017,0.902883618,"0.8872405783466427
",DBP-CNN,7
0.8258724,0.787878787,0.876229507,0.894035087,0.757082152,0.657580688,0.837606837,0.899592963,"0.886131011615933
",DBP-CNN,7
